bearing_id,step_id,phase,event_flag,event_confirm_step,candidate_start_step,event_strength,value,reference_mean,reference_std,threshold,provenance,gap_before_step,position
Bearing3_1,0,CALIBRATING,0,,,,0.517018586397171,,,,rms_threshold_v1,False,0
Bearing3_1,1,CALIBRATING,0,,,,0.5077411830425262,,,,rms_threshold_v1,False,1
Bearing3_1,2,CALIBRATING,0,,,,0.5016464591026306,,,,rms_threshold_v1,False,2
Bearing3_1,3,CALIBRATING,0,,,,0.5146549046039581,,,,rms_threshold_v1,False,3
Bearing3_1,4,CALIBRATING,0,,,,0.504521906375885,,,,rms_threshold_v1,False,4
Bearing3_1,5,CALIBRATING,0,,,,0.497632697224617,,,,rms_threshold_v1,False,5
Bearing3_1,6,CALIBRATING,0,,,,0.4910425394773483,,,,rms_threshold_v1,False,6
Bearing3_1,7,CALIBRATING,0,,,,0.5021492391824722,,,,rms_threshold_v1,False,7
Bearing3_1,8,CALIBRATING,0,,,,0.5017625987529755,,,,rms_threshold_v1,False,8
Bearing3_1,9,CALIBRATING,0,,,,0.5074540972709656,,,,rms_threshold_v1,False,9
Bearing3_1,10,CALIBRATING,0,,,,0.5084384977817535,,,,rms_threshold_v1,False,10
Bearing3_1,11,CALIBRATING,0,,,,0.5109362304210663,,,,rms_threshold_v1,False,11
Bearing3_1,12,CALIBRATING,0,,,,0.5133395493030548,,,,rms_threshold_v1,False,12
Bearing3_1,13,CALIBRATING,0,,,,0.5258677899837494,,,,rms_threshold_v1,False,13
Bearing3_1,14,CALIBRATING,0,,,,0.5228231251239777,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,14
Bearing3_1,15,MONITORING,0,,,1.2478741174780155,0.5197209119796753,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,15
Bearing3_1,16,MONITORING,0,,,1.8145706799554937,0.5248309075832367,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,16
Bearing3_1,17,MONITORING,0,,,0.9740031135113653,0.5172513723373413,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,17
Bearing3_1,18,MONITORING,0,,,2.149155749654758,0.5278479158878326,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,18
Bearing3_1,19,MONITORING,0,,,1.6634597491247443,0.5234683156013489,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,19
Bearing3_1,20,MONITORING,0,,,2.037778324443905,0.5268436074256897,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,20
Bearing3_1,21,MONITORING,0,,,2.608087324256481,0.5319861769676208,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,21
Bearing3_1,22,MONITORING,0,,,3.043500047918994,0.5359123647212982,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,22
Bearing3_1,23,MONITORING,0,,,2.8743599810745586,0.5343872010707855,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,23
Bearing3_1,24,ALARMED,1,24,20,3.3801937498413075,0.5389483869075775,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,24
Bearing3_1,25,ALARMED,1,24,20,3.5372372744657445,0.5403644740581512,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,25
Bearing3_1,26,ALARMED,1,24,20,3.5256067465771723,0.540259599685669,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,26
Bearing3_1,27,ALARMED,1,24,20,3.8501510252206024,0.5431860685348511,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,27
Bearing3_1,28,ALARMED,1,24,20,3.0012282514726065,0.5355311930179596,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,28
Bearing3_1,29,ALARMED,1,24,20,2.2686966883310205,0.5289258360862732,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,29
Bearing3_1,30,ALARMED,1,24,20,0.641612607755838,0.5142541527748108,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,30
Bearing3_1,31,ALARMED,1,24,20,0.8339311037229094,0.5159883201122284,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,31
Bearing3_1,32,ALARMED,1,24,20,0.4018598019687075,0.512092262506485,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,32
Bearing3_1,33,ALARMED,1,24,20,-0.4715799527049573,0.5042163133621216,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,33
Bearing3_1,34,ALARMED,1,24,20,-0.5537306776831753,0.503475546836853,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,34
Bearing3_1,35,ALARMED,1,24,20,-1.1216517671804649,0.498354509472847,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,35
Bearing3_1,36,ALARMED,1,24,20,-1.222429845151008,0.4974457770586014,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,36
Bearing3_1,37,ALARMED,1,24,20,-1.6019125863769303,0.4940239191055298,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,37
Bearing3_1,38,ALARMED,1,24,20,-1.7520204296219504,0.49267037212848663,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,38
Bearing3_1,39,ALARMED,1,24,20,-2.7822806169528804,0.48338034749031067,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,39
Bearing3_1,40,ALARMED,1,24,20,-0.3323953531859194,0.5054713636636734,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,40
Bearing3_1,41,ALARMED,1,24,20,-0.5514286990885773,0.5034963041543961,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,41
Bearing3_1,42,ALARMED,1,24,20,-0.5762447885035656,0.503272533416748,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,42
Bearing3_1,43,ALARMED,1,24,20,-1.327785439781305,0.4964957684278488,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,43
Bearing3_1,44,ALARMED,1,24,20,-1.5109869106899432,0.49484381079673767,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,44
Bearing3_1,45,ALARMED,1,24,20,-2.0748890397119544,0.48975901305675507,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,45
Bearing3_1,46,ALARMED,1,24,20,-2.814814035898933,0.4830869883298874,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,46
Bearing3_1,47,ALARMED,1,24,20,-1.3400472353103194,0.49638520181179047,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,47
Bearing3_1,48,ALARMED,1,24,20,-1.6567254564445704,0.49352966248989105,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,48
Bearing3_1,49,ALARMED,1,24,20,-2.10987316523072,0.4894435554742813,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,49
Bearing3_1,50,ALARMED,1,24,20,-2.476163734797866,0.4861406534910202,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,50
Bearing3_1,51,ALARMED,1,24,20,-2.9332147267429822,0.4820193499326706,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,51
Bearing3_1,52,ALARMED,1,24,20,-0.5603341999114695,0.5034160017967224,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,52
Bearing3_1,53,ALARMED,1,24,20,-1.5350362247510956,0.4946269541978836,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,53
Bearing3_1,54,ALARMED,1,24,20,-1.1306927757167504,0.49827298521995544,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,54
Bearing3_1,55,ALARMED,1,24,20,-1.8636887006566725,0.49166344106197357,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,55
Bearing3_1,56,ALARMED,1,24,20,-2.3148814627971586,0.48759496212005615,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,56
Bearing3_1,57,ALARMED,1,24,20,-2.5565264189725267,0.4854160100221634,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,57
Bearing3_1,58,ALARMED,1,24,20,-3.181673076849095,0.4797789603471756,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,58
Bearing3_1,59,ALARMED,1,24,20,-1.9674611685865924,0.4907277077436447,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,59
Bearing3_1,60,ALARMED,1,24,20,-2.5652187430267874,0.48533762991428375,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,60
Bearing3_1,61,ALARMED,1,24,20,-1.8302480410441198,0.4919649809598923,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,61
Bearing3_1,62,ALARMED,1,24,20,-3.2630520688742064,0.47904515266418457,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,62
Bearing3_1,63,ALARMED,1,24,20,-1.621450485101936,0.4938477426767349,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,63
Bearing3_1,64,ALARMED,1,24,20,-2.756116060536318,0.48361627757549286,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,64
Bearing3_1,65,ALARMED,1,24,20,-1.9441802824123662,0.49093763530254364,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,65
Bearing3_1,66,ALARMED,1,24,20,-1.9478406432070787,0.49090462923049927,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,66
Bearing3_1,67,ALARMED,1,24,20,-1.1652852508931473,0.49796105921268463,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,67
Bearing3_1,68,ALARMED,1,24,20,-1.4927098947127326,0.4950086176395416,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,68
Bearing3_1,69,ALARMED,1,24,20,-1.542966731050791,0.49455544352531433,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,69
Bearing3_1,70,ALARMED,1,24,20,-1.839264261584053,0.49188368022441864,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,70
Bearing3_1,71,ALARMED,1,24,20,-1.8258324726272024,0.49200479686260223,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,71
Bearing3_1,72,ALARMED,1,24,20,-2.6631875147440525,0.4844542294740677,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,72
Bearing3_1,73,ALARMED,1,24,20,-0.9868546430158115,0.49956999719142914,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,73
Bearing3_1,74,ALARMED,1,24,20,-1.4383266832485353,0.49549899995326996,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,74
Bearing3_1,75,ALARMED,1,24,20,-1.2687404324697558,0.497028186917305,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,75
Bearing3_1,76,ALARMED,1,24,20,-2.247421756990496,0.4882032573223114,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,76
Bearing3_1,77,ALARMED,1,24,20,-2.470979738494022,0.4861873984336853,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,77
Bearing3_1,78,ALARMED,1,24,20,-2.6543051493844225,0.4845343232154846,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,78
Bearing3_1,79,ALARMED,1,24,20,-2.9731167907380747,0.48165954649448395,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,79
Bearing3_1,80,ALARMED,1,24,20,-2.6555858625292994,0.4845227748155594,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,80
Bearing3_1,81,ALARMED,1,24,20,-2.861461739968074,0.48266635835170746,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,81
Bearing3_1,82,ALARMED,1,24,20,-2.3062106216730696,0.48767314851284027,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,82
Bearing3_1,83,ALARMED,1,24,20,-2.490955558487921,0.4860072731971741,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,83
Bearing3_1,84,ALARMED,1,24,20,-2.8706630442141057,0.4825833886861801,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,84
Bearing3_1,85,ALARMED,1,24,20,-1.7443179728886975,0.49273982644081116,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,85
Bearing3_1,86,ALARMED,1,24,20,-2.644140418346826,0.484625980257988,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,86
Bearing3_1,87,ALARMED,1,24,20,-3.3708666327426666,0.47807297110557556,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,87
Bearing3_1,88,ALARMED,1,24,20,-2.262413537184461,0.4880680739879608,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,88
Bearing3_1,89,ALARMED,1,24,20,-2.751540196409655,0.4836575388908386,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,89
Bearing3_1,90,ALARMED,1,24,20,-1.703784641253162,0.49310532212257385,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,90
Bearing3_1,91,ALARMED,1,24,20,-2.373495158972175,0.48706643283367157,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,91
Bearing3_1,92,ALARMED,1,24,20,-2.710162420365046,0.4840306490659714,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,92
Bearing3_1,93,ALARMED,1,24,20,-1.9739985894912802,0.49066875874996185,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,93
Bearing3_1,94,ALARMED,1,24,20,-2.08402920023365,0.4896765947341919,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,94
Bearing3_1,95,ALARMED,1,24,20,-2.6237250245509434,0.48481006920337677,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,95
Bearing3_1,96,ALARMED,1,24,20,-2.4198040937578327,0.4866488575935364,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,96
Bearing3_1,97,ALARMED,1,24,20,-3.346113339585105,0.4782961755990982,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,97
Bearing3_1,98,ALARMED,1,24,20,-4.343370788572376,0.4693037420511246,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,98
Bearing3_1,99,ALARMED,1,24,20,-4.238811714891537,0.4702465683221817,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,99
Bearing3_1,100,ALARMED,1,24,20,-2.025089955039871,0.49020805954933167,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,100
Bearing3_1,101,ALARMED,1,24,20,-1.5353121977771529,0.49462446570396423,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,101
Bearing3_1,102,ALARMED,1,24,20,-0.2310256683690975,0.5063854306936264,0.5084686269362767,0.009017163579079385,0.5265029540944355,rms_threshold_v1,False,102
