bearing_id,split,step_id,normalized_lifetime,euclidean_level,signed_axis_level
Bearing1_1,training,0,0.0,,
Bearing1_1,training,1,0.0081967213114754,,
Bearing1_1,training,2,0.0163934426229508,,
Bearing1_1,training,3,0.0245901639344262,,
Bearing1_1,training,4,0.0327868852459016,,
Bearing1_1,training,5,0.040983606557377,,
Bearing1_1,training,6,0.0491803278688524,,
Bearing1_1,training,7,0.0573770491803278,,
Bearing1_1,training,8,0.0655737704918032,,
Bearing1_1,training,9,0.0737704918032786,,
Bearing1_1,training,10,0.081967213114754,,
Bearing1_1,training,11,0.0901639344262295,,
Bearing1_1,training,12,0.0983606557377049,,
Bearing1_1,training,13,0.1065573770491803,,
Bearing1_1,training,14,0.1147540983606557,,
Bearing1_1,training,15,0.1229508196721311,1.5807109914885569,1.5771626924900781
Bearing1_1,training,16,0.1311475409836065,1.657758536872634,1.653216043135669
Bearing1_1,training,17,0.1393442622950819,1.772454208561114,1.7678483903417408
Bearing1_1,training,18,0.1475409836065573,1.7913551630793894,1.7868475399582187
Bearing1_1,training,19,0.1557377049180328,1.824161548366672,1.8198667919726517
Bearing1_1,training,20,0.1639344262295081,1.8423191593401098,1.8380289645271428
Bearing1_1,training,21,0.1721311475409836,1.9324585248279325,1.9281317537629818
Bearing1_1,training,22,0.180327868852459,1.904271209939744,1.8997839455196177
Bearing1_1,training,23,0.1885245901639344,1.9554916964337288,1.9509522789249851
Bearing1_1,training,24,0.1967213114754098,2.016653734599612,2.011855275386737
Bearing1_1,training,25,0.2049180327868852,2.086161275020045,2.081156092773008
Bearing1_1,training,26,0.2131147540983606,2.1498564459751828,2.144755551881841
Bearing1_1,training,27,0.221311475409836,2.2521233583425766,2.246979086758862
Bearing1_1,training,28,0.2295081967213114,2.3072563474858083,2.3020686850328635
Bearing1_1,training,29,0.2377049180327868,2.383502273760333,2.3779227188066483
Bearing1_1,training,30,0.2459016393442623,2.489135148029536,2.483204586388878
Bearing1_1,training,31,0.2540983606557377,2.523056362694107,2.5167672652083355
Bearing1_1,training,32,0.2622950819672131,2.598602821254717,2.5920348875302297
Bearing1_1,training,33,0.2704918032786885,2.6306860800195637,2.6239212272007326
Bearing1_1,training,34,0.2786885245901639,2.7109631821045825,2.7043485133275453
Bearing1_1,training,35,0.2868852459016393,2.8251650470892646,2.8184237803545353
Bearing1_1,training,36,0.2950819672131147,2.842375710795455,2.8355980336027597
Bearing1_1,training,37,0.3032786885245901,2.873123816111016,2.866107539383085
Bearing1_1,training,38,0.3114754098360656,2.910956859867255,2.9037353284083487
Bearing1_1,training,39,0.319672131147541,2.9132375219534277,2.9058565242298937
Bearing1_1,training,40,0.3278688524590163,2.988157304191554,2.980925807794227
Bearing1_1,training,41,0.3360655737704918,2.9929462472661545,2.985963203573813
Bearing1_1,training,42,0.3442622950819672,3.006256649032569,2.999305032753994
Bearing1_1,training,43,0.3524590163934426,2.972400011219933,2.965261690556111
Bearing1_1,training,44,0.360655737704918,2.9836360408767084,2.97637272687649
Bearing1_1,training,45,0.3688524590163934,2.910101935265083,2.9026026301951005
Bearing1_1,training,46,0.3770491803278688,3.0085622627855226,3.001042017057793
Bearing1_1,training,47,0.3852459016393442,2.985431562467461,2.9778699871181207
Bearing1_1,training,48,0.3934426229508196,2.9572167408924743,2.9495414419648402
Bearing1_1,training,49,0.4016393442622951,2.942251153161471,2.934647084211201
Bearing1_1,training,50,0.4098360655737705,2.871914291641225,2.864202483426351
Bearing1_1,training,51,0.4180327868852459,2.8390071513186803,2.8305449926374395
Bearing1_1,training,52,0.4262295081967213,2.860723726271149,2.8521074811219673
Bearing1_1,training,53,0.4344262295081967,2.9185796124282932,2.910233090996938
Bearing1_1,training,54,0.4426229508196721,2.838043770712781,2.8297871533096894
Bearing1_1,training,55,0.4508196721311475,2.8651577110382496,2.857217139909834
Bearing1_1,training,56,0.4590163934426229,2.8303838621096924,2.8222455558922843
Bearing1_1,training,57,0.4672131147540984,2.7911405546814745,2.782979848194933
Bearing1_1,training,58,0.4754098360655737,2.831521063138036,2.8232042163824045
Bearing1_1,training,59,0.4836065573770491,2.8610920392615524,2.852616737826929
Bearing1_1,training,60,0.4918032786885246,2.837873340969133,2.8290467743255854
Bearing1_1,training,61,0.5,2.8901111388496323,2.8819567580125325
Bearing1_1,training,62,0.5081967213114754,2.860776563479516,2.8525066575691804
Bearing1_1,training,63,0.5163934426229508,2.8222630101116084,2.8137829707094157
Bearing1_1,training,64,0.5245901639344263,2.892199558226239,2.8835927591505763
Bearing1_1,training,65,0.5327868852459017,2.9052621204157503,2.8966672529627138
Bearing1_1,training,66,0.5409836065573771,2.936125798327747,2.927724957426331
Bearing1_1,training,67,0.5491803278688525,2.996644697555733,2.9884207459222116
Bearing1_1,training,68,0.5573770491803278,3.0515329987520845,3.043384346088442
Bearing1_1,training,69,0.5655737704918032,3.131085832604185,3.123155968898741
Bearing1_1,training,70,0.5737704918032787,3.2682322640218517,3.2606322420118135
Bearing1_1,training,71,0.5819672131147541,3.4203432699028555,3.4125194458466206
Bearing1_1,training,72,0.5901639344262295,3.656547019978519,3.648804662120746
Bearing1_1,training,73,0.5983606557377049,3.917621980219503,3.909868871799758
Bearing1_1,training,74,0.6065573770491803,4.14128469817076,4.133432364684348
Bearing1_1,training,75,0.6147540983606558,4.470841671018336,4.462917746171565
Bearing1_1,training,76,0.6229508196721312,4.734234834380542,4.726520068011576
Bearing1_1,training,77,0.6311475409836066,5.116789631370479,5.109369043239092
Bearing1_1,training,78,0.639344262295082,5.7148412333573955,5.7082386533958225
Bearing1_1,training,79,0.6475409836065574,6.293141793304984,6.287253242630256
Bearing1_1,training,80,0.6557377049180327,6.830620585428795,6.825428372068427
Bearing1_1,training,81,0.6639344262295082,7.326503489657002,7.3221226957829
Bearing1_1,training,82,0.6721311475409836,7.793317735936815,7.789883787252168
Bearing1_1,training,83,0.680327868852459,8.245184880876415,8.242512111639192
Bearing1_1,training,84,0.6885245901639344,8.65202125076797,8.650101568662265
Bearing1_1,training,85,0.6967213114754098,8.983538999399661,8.982230759878824
Bearing1_1,training,86,0.7049180327868853,9.340926825155504,9.340054243684005
Bearing1_1,training,87,0.7131147540983607,9.600300110500203,9.59970130951196
Bearing1_1,training,88,0.7213114754098361,9.630768452918195,9.630153998863715
Bearing1_1,training,89,0.7295081967213115,9.660892425071065,9.660247956779962
Bearing1_1,training,90,0.7377049180327869,9.684713857972687,9.684058148819783
Bearing1_1,training,91,0.7459016393442623,9.707818522442173,9.707154433852647
Bearing1_1,training,92,0.7540983606557377,9.734451532134374,9.733749894974647
Bearing1_1,training,93,0.7622950819672131,9.750935105722624,9.750214853069709
Bearing1_1,training,94,0.7704918032786885,9.766924150266894,9.766181650399485
Bearing1_1,training,95,0.7786885245901639,9.782545933267727,9.781776850517144
Bearing1_1,training,96,0.7868852459016393,9.799245778668338,9.79843090059665
Bearing1_1,training,97,0.7950819672131147,9.816033111907718,9.815192218273406
Bearing1_1,training,98,0.8032786885245902,9.830092891890205,9.829206146079887
Bearing1_1,training,99,0.8114754098360656,9.842701936596978,9.84179452628212
Bearing1_1,training,100,0.819672131147541,9.852790454977285,9.851844373375906
Bearing1_1,training,101,0.8278688524590164,9.86650871728913,9.865514625817216
Bearing1_1,training,102,0.8360655737704918,9.876222315977028,9.875193590256554
Bearing1_1,training,103,0.8442622950819673,9.885843880767839,9.884783924272758
Bearing1_1,training,104,0.8524590163934426,9.894557076350546,9.89346105292311
Bearing1_1,training,105,0.860655737704918,9.902055735050718,9.900930381229271
Bearing1_1,training,106,0.8688524590163934,9.906931420108242,9.905810979772024
Bearing1_1,training,107,0.8770491803278688,9.911271739522054,9.910121173826228
Bearing1_1,training,108,0.8852459016393442,9.91634628528752,9.915169355914642
Bearing1_1,training,109,0.8934426229508197,9.922260520930198,9.921054002713571
Bearing1_1,training,110,0.9016393442622952,9.92956795158471,9.928326337693244
Bearing1_1,training,111,0.9098360655737704,9.93623161253969,9.934944065635246
Bearing1_1,training,112,0.918032786885246,9.942983479408287,9.941668318445188
Bearing1_1,training,113,0.9262295081967212,9.949145433247114,9.947746433606284
Bearing1_1,training,114,0.9344262295081968,9.95766262475497,9.956217022446122
Bearing1_1,training,115,0.9426229508196722,9.966323080373884,9.964787197658808
Bearing1_1,training,116,0.9508196721311476,9.97648599775916,9.974834966937768
Bearing1_1,training,117,0.9590163934426228,9.981118701187814,9.979425988058328
Bearing1_1,training,118,0.9672131147540984,9.990734798375016,9.988983096467496
Bearing1_1,training,119,0.9754098360655736,9.998409256059738,9.996572434111929
Bearing1_1,training,120,0.9836065573770492,10.007654920211447,10.00573695687115
Bearing1_1,training,121,0.9918032786885246,10.0218261915724,10.019788556385087
Bearing1_1,training,122,1.0,10.055890063892459,10.053429445164207
Bearing1_2,training,0,0.0,,
Bearing1_2,training,1,0.00625,,
Bearing1_2,training,2,0.0125,,
Bearing1_2,training,3,0.01875,,
Bearing1_2,training,4,0.025,,
Bearing1_2,training,5,0.03125,,
Bearing1_2,training,6,0.0375,,
Bearing1_2,training,7,0.04375,,
Bearing1_2,training,8,0.05,,
Bearing1_2,training,9,0.05625,,
Bearing1_2,training,10,0.0625,,
Bearing1_2,training,11,0.06875,,
Bearing1_2,training,12,0.075,,
Bearing1_2,training,13,0.08125,,
Bearing1_2,training,14,0.0875,,
Bearing1_2,training,15,0.09375,0.28526146157647175,-0.2832255199425999
