seed,bearing_id,step_id,normalized_lifetime,predicted_rul,health_progress
20260918,Bearing3_1,9,0.0035474970936775208,0.8588053584098816,0.1411946415901184
20260918,Bearing3_1,10,0.003941663540899754,0.9167389869689941,0.08326101303100586
20260918,Bearing3_1,11,0.004335829522460699,0.9641262888908386,0.03587371110916138
20260918,Bearing3_1,12,0.004729995969682932,0.9246897101402283,0.07531028985977173
20260918,Bearing3_1,13,0.005124162416905165,0.8929924368858337,0.10700756311416626
20260918,Bearing3_1,14,0.0055183288641273975,0.901395857334137,0.09860414266586304
20260918,Bearing3_1,15,0.005912494845688343,0.9241127967834473,0.07588720321655273
20260918,Bearing3_1,16,0.006306661292910576,0.9253939986228943,0.07460600137710571
20260918,Bearing3_1,17,0.006700827740132809,0.8147508502006531,0.18524914979934692
20260918,Bearing3_1,18,0.0070949941873550415,0.6852601766586304,0.31473982334136963
20260918,Bearing3_1,19,0.007489160634577274,0.5995675921440125,0.40043240785598755
20260918,Bearing3_1,20,0.007883327081799507,0.5190579891204834,0.4809420108795166
20260918,Bearing3_1,21,0.00827749352902174,0.5247881412506104,0.47521185874938965
20260918,Bearing3_1,22,0.008671659044921398,0.46086135506629944,0.539138674736023
20260918,Bearing3_1,23,0.009065825492143631,0.3572479486465454,0.6427520513534546
20260918,Bearing3_1,24,0.009459991939365864,0.3605304956436157,0.6394695043563843
20260918,Bearing3_1,25,0.009854158386588097,0.3336946964263916,0.6663053035736084
20260918,Bearing3_1,26,0.01024832483381033,0.4648023843765259,0.5351976156234741
20260918,Bearing3_1,27,0.010642491281032562,0.46159669756889343,0.5384032726287842
20260918,Bearing3_1,28,0.011036657728254795,0.43739306926727295,0.562606930732727
20260918,Bearing3_1,29,0.011430824175477028,0.4859025478363037,0.5140974521636963
20260918,Bearing3_1,30,0.011824989691376686,0.4455655813217163,0.5544344186782837
20260918,Bearing3_1,31,0.012219156138598919,0.3114221692085266,0.6885778307914734
20260918,Bearing3_1,32,0.012613322585821152,0.37611353397369385,0.6238864660263062
20260918,Bearing3_1,33,0.013007489033043385,0.31470707058906555,0.6852929592132568
20260918,Bearing3_1,34,0.013401655480265617,0.3395593762397766,0.6604406237602234
20260918,Bearing3_1,35,0.01379582192748785,0.31149449944496155,0.6885055303573608
20260918,Bearing3_1,36,0.014189988374710083,0.3338488042354584,0.6661511659622192
20260918,Bearing3_1,37,0.014584154821932316,0.36963367462158203,0.630366325378418
20260918,Bearing3_1,38,0.014978321269154549,0.4000775218009949,0.5999224781990051
20260918,Bearing3_1,39,0.015372486785054207,0.3614197373390198,0.6385802626609802
20260918,Bearing3_1,40,0.015766654163599014,0.3681221306324005,0.6318778991699219
20260918,Bearing3_1,41,0.016160819679498672,0.4449974298477173,0.5550025701522827
20260918,Bearing3_1,42,0.01655498705804348,0.476659893989563,0.523340106010437
20260918,Bearing3_1,43,0.016949152573943138,0.43764618039131165,0.5623538494110107
20260918,Bearing3_1,44,0.017343318089842796,0.41511350870132446,0.5848864912986755
20260918,Bearing3_1,45,0.017737485468387604,0.43544256687164307,0.5645574331283569
20260918,Bearing3_1,46,0.018131650984287262,0.3848634362220764,0.6151365637779236
20260918,Bearing3_1,47,0.01852581836283207,0.4149407744407654,0.5850592255592346
20260918,Bearing3_1,48,0.018919983878731728,0.3964303731918335,0.6035696268081665
20260918,Bearing3_1,49,0.019314151257276535,0.4521673917770386,0.5478326082229614
20260918,Bearing3_1,50,0.019708316773176193,0.3584674894809723,0.6415325403213501
20260918,Bearing3_1,51,0.020102484151721,0.3459772765636444,0.6540226936340332
20260918,Bearing3_1,52,0.02049664966762066,0.39881017804145813,0.6011898517608643
20260918,Bearing3_1,53,0.020890815183520317,0.3813167214393616,0.6186832785606384
20260918,Bearing3_1,54,0.021284982562065125,0.36669889092445374,0.6333011388778687
20260918,Bearing3_1,55,0.021679148077964783,0.3591781258583069,0.6408218741416931
20260918,Bearing3_1,56,0.02207331545650959,0.3831849694252014,0.6168150305747986
20260918,Bearing3_1,57,0.02246748097240925,0.3864402770996094,0.6135597229003906
20260918,Bearing3_1,58,0.022861648350954056,0.35742732882499695,0.6425726413726807
20260918,Bearing3_1,59,0.023255813866853714,0.349944144487381,0.6500558853149414
20260918,Bearing3_1,60,0.023649979382753372,0.4468455910682678,0.5531544089317322
20260918,Bearing3_1,61,0.02404414676129818,0.4049204885959625,0.5950795412063599
20260918,Bearing3_1,62,0.024438312277197838,0.38880985975265503,0.611190140247345
20260918,Bearing3_1,63,0.024832479655742645,0.38283365964889526,0.6171663403511047
20260918,Bearing3_1,64,0.025226645171642303,0.4613737463951111,0.5386262536048889
20260918,Bearing3_1,65,0.02562081255018711,0.45803302526474,0.54196697473526
20260918,Bearing3_1,66,0.02601497806608677,0.5292619466781616,0.4707380533218384
20260918,Bearing3_1,67,0.026409145444631577,0.3183929920196533,0.6816070079803467
20260918,Bearing3_1,68,0.026803310960531235,0.4658162593841553,0.5341837406158447
20260918,Bearing3_1,69,0.027197476476430893,0.40779516100883484,0.5922048091888428
20260918,Bearing3_1,70,0.0275916438549757,0.41338664293289185,0.5866133570671082
20260918,Bearing3_1,71,0.02798580937087536,0.40898457169532776,0.5910154581069946
20260918,Bearing3_1,72,0.028379976749420166,0.4780934453010559,0.5219065546989441
20260918,Bearing3_1,73,0.028774142265319824,0.45844441652297974,0.5415555834770203
20260918,Bearing3_1,74,0.02916830964386463,0.5131178498268127,0.48688215017318726
20260918,Bearing3_1,75,0.02956247515976429,0.5092843770980835,0.4907156229019165
20260918,Bearing3_1,76,0.029956642538309097,0.549697756767273,0.45030224323272705
20260918,Bearing3_1,77,0.030350808054208755,0.47878187894821167,0.5212181210517883
20260918,Bearing3_1,78,0.030744973570108414,0.4833405613899231,0.5166594386100769
20260918,Bearing3_1,79,0.03113914094865322,0.45186424255371094,0.5481357574462891
20260918,Bearing3_1,80,0.03153330832719803,0.45584580302238464,0.544154167175293
20260918,Bearing3_1,81,0.03192747384309769,0.45605549216270447,0.5439444780349731
20260918,Bearing3_1,82,0.032321639358997345,0.4234183728694916,0.576581597328186
20260918,Bearing3_1,83,0.032715804874897,0.4425773322582245,0.5574226379394531
20260918,Bearing3_1,84,0.03310997411608696,0.39902961254119873,0.6009703874588013
20260918,Bearing3_1,85,0.03350413963198662,0.43830740451812744,0.5616925954818726
20260918,Bearing3_1,86,0.033898305147886276,0.33881211280822754,0.6611878871917725
20260918,Bearing3_1,87,0.034292470663785934,0.2863723933696747,0.7136275768280029
20260918,Bearing3_1,88,0.03468663617968559,0.3501536250114441,0.6498463749885559
20260918,Bearing3_1,89,0.03508080542087555,0.3861006200313568,0.6138993501663208
20260918,Bearing3_1,90,0.03547497093677521,0.36071693897247314,0.6392830610275269
20260918,Bearing3_1,91,0.035869136452674866,0.38599759340286255,0.6140024065971375
20260918,Bearing3_1,92,0.036263301968574524,0.3751993775367737,0.6248006224632263
20260918,Bearing3_1,93,0.03665747120976448,0.3756234049797058,0.6243765950202942
20260918,Bearing3_1,94,0.03705163672566414,0.3456583619117737,0.6543416380882263
20260918,Bearing3_1,95,0.0374458022415638,0.30688393115997314,0.6931160688400269
20260918,Bearing3_1,96,0.037839967757463455,0.2710101008415222,0.7289898991584778
20260918,Bearing3_1,97,0.03823413327336311,0.31366974115371704,0.686330258846283
20260918,Bearing3_1,98,0.03862830251455307,0.31117236614227295,0.688827633857727
20260918,Bearing3_1,99,0.03902246803045273,0.3694922924041748,0.6305077075958252
20260918,Bearing3_1,100,0.039416633546352386,0.3060346245765686,0.6939653754234314
20260918,Bearing3_1,101,0.039810799062252045,0.3246888220310211,0.6753112077713013
20260918,Bearing3_1,102,0.040204968303442,0.4065873324871063,0.5934126377105713
20260918,Bearing3_1,103,0.04059913381934166,0.4636799097061157,0.5363200902938843
20260918,Bearing3_1,104,0.04099329933524132,0.5060940980911255,0.4939059019088745
20260918,Bearing3_1,105,0.041387464851140976,0.4261043667793274,0.5738956332206726
20260918,Bearing3_1,106,0.041781630367040634,0.35789749026298523,0.6421024799346924
20260918,Bearing3_1,107,0.04217579960823059,0.32106098532676697,0.6789389848709106
20260918,Bearing3_1,108,0.04256996512413025,0.31391268968582153,0.6860873103141785
20260918,Bearing3_1,109,0.04296413064002991,0.280974417924881,0.7190256118774414
20260918,Bearing3_1,110,0.043358296155929565,0.43709343671798706,0.5629065632820129
20260918,Bearing3_1,111,0.04375246539711952,0.4823465943336487,0.5176534056663513
20260918,Bearing3_1,112,0.04414663091301918,0.4549912214279175,0.5450087785720825
20260918,Bearing3_1,113,0.04454079642891884,0.4724240303039551,0.5275759696960449
20260918,Bearing3_1,114,0.0449349619448185,0.40172386169433594,0.5982761383056641
20260918,Bearing3_1,115,0.045329127460718155,0.46294280886650085,0.5370571613311768
20260918,Bearing3_1,116,0.04572329670190811,0.4031223952770233,0.5968775749206543
20260918,Bearing3_1,117,0.04611746221780777,0.3901626765727997,0.6098372936248779
20260918,Bearing3_1,118,0.04651162773370743,0.42501193284988403,0.574988067150116
20260918,Bearing3_1,119,0.046905793249607086,0.4249197542667389,0.5750802755355835
20260918,Bearing3_1,120,0.047299958765506744,0.3881867527961731,0.6118132472038269
20260918,Bearing3_1,121,0.0476941280066967,0.39485812187194824,0.6051418781280518
20260918,Bearing3_1,122,0.04808829352259636,0.3675530254840851,0.6324470043182373
20260918,Bearing3_1,123,0.04848245903849602,0.3754766583442688,0.6245233416557312
20260918,Bearing3_1,124,0.048876624554395676,0.3076077401638031,0.6923922300338745
20260918,Bearing3_1,125,0.04927079379558563,0.3786332607269287,0.6213667392730713
20260918,Bearing3_1,126,0.04966495931148529,0.19920560717582703,0.8007943630218506
20260918,Bearing3_1,127,0.05005912482738495,0.25932377576828003,0.74067622423172
20260918,Bearing3_1,128,0.05045329034328461,0.28782784938812256,0.7121721506118774
20260918,Bearing3_1,129,0.050847455859184265,0.326050341129303,0.673949658870697
20260918,Bearing3_1,130,0.05124162510037422,0.32441967725753784,0.6755803227424622
20260918,Bearing3_1,131,0.05163579061627388,0.33945804834365845,0.6605419516563416
20260918,Bearing3_1,132,0.05202995613217354,0.384702205657959,0.615297794342041
20260918,Bearing3_1,133,0.052424121648073196,0.41951918601989746,0.5804808139801025
20260918,Bearing3_1,134,0.05281829088926315,0.4593712091445923,0.5406287908554077
20260918,Bearing3_1,135,0.05321245640516281,0.39020103216171265,0.6097989678382874
20260918,Bearing3_1,136,0.05360662192106247,0.33811405301094055,0.6618859767913818
20260918,Bearing3_1,137,0.05400078743696213,0.34230220317840576,0.6576977968215942
20260918,Bearing3_1,138,0.054394952952861786,0.43580323457717896,0.564196765422821
20260918,Bearing3_1,139,0.05478912219405174,0.4106123447418213,0.5893876552581787
20260918,Bearing3_1,140,0.0551832877099514,0.38689830899238586,0.6131017208099365
20260918,Bearing3_1,141,0.05557745322585106,0.4553307890892029,0.5446692109107971
20260918,Bearing3_1,142,0.05597161874175072,0.433589905500412,0.5664100646972656
20260918,Bearing3_1,143,0.056365787982940674,0.4433479309082031,0.5566520690917969
20260918,Bearing3_1,144,0.05675995349884033,0.45042139291763306,0.5495786070823669
20260918,Bearing3_1,145,0.05715411901473999,0.3566952049732208,0.6433048248291016
20260918,Bearing3_1,146,0.05754828453063965,0.20628198981285095,0.7937179803848267
20260918,Bearing3_1,147,0.05794245004653931,0.3317573070526123,0.6682426929473877
20260918,Bearing3_1,148,0.05833661928772926,0.40351325273513794,0.5964867472648621
20260918,Bearing3_1,149,0.05873078480362892,0.40149039030075073,0.5985096096992493
20260918,Bearing3_1,150,0.05912495031952858,0.43046140670776367,0.5695385932922363
20260918,Bearing3_1,151,0.05951911583542824,0.42282533645629883,0.5771746635437012
20260918,Bearing3_1,152,0.059913285076618195,0.35241782665252686,0.6475821733474731
20260918,Bearing3_1,153,0.06030745059251785,0.3558145761489868,0.6441854238510132
20260918,Bearing3_1,154,0.06070161610841751,0.28890568017959595,0.711094319820404
20260918,Bearing3_1,155,0.06109578162431717,0.3497036397457123,0.6502963304519653
20260918,Bearing3_1,156,0.06148994714021683,0.26507508754730225,0.7349249124526978
20260918,Bearing3_1,157,0.061884116381406784,0.25841253995895386,0.7415874600410461
20260918,Bearing3_1,158,0.06227828189730644,0.2120165377855301,0.7879834771156311
20260918,Bearing3_1,159,0.0626724511384964,0.33281615376472473,0.6671838760375977
20260918,Bearing3_1,160,0.06306661665439606,0.38250523805618286,0.6174947619438171
20260918,Bearing3_1,161,0.06346078217029572,0.29942670464515686,0.7005733251571655
20260918,Bearing3_1,162,0.06385494768619537,0.2363823801279068,0.7636176347732544
20260918,Bearing3_1,163,0.06424911320209503,0.2778744399547577,0.7221255302429199
