seed,bearing_id,step_id,normalized_lifetime,raw_predicted_lifetime,health_progress
20260918,Bearing3_1,0,0.0,0.24717016820330023,0.24717016820330023
20260918,Bearing3_1,1,0.00039416633819471815,0.12244013947656465,0.12244013947656465
20260918,Bearing3_1,2,0.0007883326763894363,0.07006563282752429,0.07006563282752429
20260918,Bearing3_1,3,0.0011824990145841545,0.0895824134206516,0.0895824134206516
20260918,Bearing3_1,4,0.0015766653527788726,0.22086740417776687,0.22086740417776687
20260918,Bearing3_1,5,0.001970831690973591,0.12461465833729699,0.12461465833729699
20260918,Bearing3_1,6,0.002364998029168309,0.12283943786740513,0.12283943786740513
20260918,Bearing3_1,7,0.002759164367363027,0.09329747731008013,0.09329747731008013
20260918,Bearing3_1,8,0.0031533307055577452,0.16627720906262378,0.16627720906262378
20260918,Bearing3_1,9,0.0035474970437524636,0.21079426009514984,0.21079426009514984
20260918,Bearing3_1,10,0.003941663381947182,0.07431922336023374,0.07431922336023374
20260918,Bearing3_1,11,0.0043358297201418995,0.08400409426085757,0.08400409426085757
20260918,Bearing3_1,12,0.004729996058336618,0.05710134146771459,0.05710134146771459
20260918,Bearing3_1,13,0.005124162396531336,0.22432193428499209,0.22432193428499209
20260918,Bearing3_1,14,0.005518328734726054,0.12780208771982285,0.12780208771982285
20260918,Bearing3_1,15,0.005912495072920772,0.09451303908802737,0.09451303908802737
20260918,Bearing3_1,16,0.0063066614111154905,0.11313812152638573,0.11313812152638573
20260918,Bearing3_1,17,0.006700827749310209,0.09487498300665294,0.09487498300665294
20260918,Bearing3_1,18,0.007094994087504927,0.2707795427993997,0.2707795427993997
20260918,Bearing3_1,19,0.007489160425699645,0.42317934292763926,0.42317934292763926
20260918,Bearing3_1,20,0.007883326763894364,0.46158823758429685,0.46158823758429685
20260918,Bearing3_1,21,0.00827749310208908,0.4086451526545481,0.4086451526545481
20260918,Bearing3_1,22,0.008671659440283799,0.31388076976080664,0.31388076976080664
20260918,Bearing3_1,23,0.009065825778478517,0.4023732261395205,0.4023732261395205
20260918,Bearing3_1,24,0.009459992116673236,0.45616025654342773,0.45616025654342773
20260918,Bearing3_1,25,0.009854158454867954,0.43086432425408033,0.43086432425408033
20260918,Bearing3_1,26,0.010248324793062672,0.5107541716097339,0.5107541716097339
20260918,Bearing3_1,27,0.01064249113125739,0.4035704792476732,0.4035704792476732
20260918,Bearing3_1,28,0.011036657469452107,0.281187728849419,0.281187728849419
20260918,Bearing3_1,29,0.011430823807646826,0.17554831175007113,0.17554831175007113
20260918,Bearing3_1,30,0.011824990145841544,0.16613424723992637,0.16613424723992637
20260918,Bearing3_1,31,0.012219156484036263,0.13577401736897682,0.13577401736897682
20260918,Bearing3_1,32,0.012613322822230981,0.2480190541558075,0.2480190541558075
20260918,Bearing3_1,33,0.0130074891604257,0.02162596835732689,0.02162596835732689
20260918,Bearing3_1,34,0.013401655498620418,-0.014613817201059634,0.0
20260918,Bearing3_1,35,0.013795821836815136,0.1875938604058273,0.1875938604058273
20260918,Bearing3_1,36,0.014189988175009854,-0.05374295487207867,0.0
20260918,Bearing3_1,37,0.014584154513204571,0.20890936489392548,0.20890936489392548
20260918,Bearing3_1,38,0.01497832085139929,0.16597012890670632,0.16597012890670632
20260918,Bearing3_1,39,0.015372487189594008,0.20735993873620417,0.20735993873620417
20260918,Bearing3_1,40,0.015766653527788728,0.15941294027243869,0.15941294027243869
20260918,Bearing3_1,41,0.016160819865983445,0.18098028461130536,0.18098028461130536
20260918,Bearing3_1,42,0.01655498620417816,-0.021577461385975074,0.0
