bearing_id,method,step_id,normalized_lifetime,level
Bearing1_4,none,0,0.0,
Bearing1_4,none,1,0.0082644628099173,
Bearing1_4,none,2,0.0165289256198347,
Bearing1_4,none,3,0.024793388429752,
Bearing1_4,none,4,0.0330578512396694,
Bearing1_4,none,5,0.0413223140495867,
Bearing1_4,none,6,0.0495867768595041,
Bearing1_4,none,7,0.0578512396694214,
Bearing1_4,none,8,0.0661157024793388,
Bearing1_4,none,9,0.0743801652892562,
Bearing1_4,none,10,0.0826446280991735,
Bearing1_4,none,11,0.0909090909090909,
Bearing1_4,none,12,0.0991735537190082,
Bearing1_4,none,13,0.1074380165289256,
Bearing1_4,none,14,0.1157024793388429,
Bearing1_4,none,15,0.1239669421487603,-0.7062892397370013
Bearing1_4,none,16,0.1322314049586777,-0.71943317689547
Bearing1_4,none,17,0.140495867768595,-0.7411512518427675
Bearing1_4,none,18,0.1487603305785124,-0.7332326731534329
Bearing1_4,none,19,0.1570247933884297,-0.736619634969217
Bearing1_4,none,20,0.1652892561983471,-0.7835975258428975
Bearing1_4,none,21,0.1735537190082644,-0.7773673746778967
Bearing1_4,none,22,0.1818181818181818,-0.808039993234225
Bearing1_4,none,23,0.1900826446280991,-0.8211478434355682
Bearing1_4,none,24,0.1983471074380165,-0.8354468087773474
Bearing1_4,none,25,0.2066115702479339,-0.8867285849918976
Bearing1_4,none,26,0.2148760330578512,-0.9247115637989806
Bearing1_4,none,27,0.2231404958677686,-0.9499807898618713
Bearing1_4,none,28,0.2314049586776859,-0.9721116781050861
Bearing1_4,none,29,0.2396694214876033,-0.9642150399485059
Bearing1_4,none,30,0.2479338842975206,-0.9316469643282972
Bearing1_4,none,31,0.256198347107438,-0.9126454284310702
Bearing1_4,none,32,0.2644628099173554,-0.8868522969597862
Bearing1_4,none,33,0.2727272727272727,-0.8630356258697397
Bearing1_4,none,34,0.2809917355371901,-0.8297805909749449
Bearing1_4,none,35,0.2892561983471074,-0.782519796264657
Bearing1_4,none,36,0.2975206611570248,-0.725013024852777
Bearing1_4,none,37,0.3057851239669421,-0.7139214254989686
Bearing1_4,none,38,0.3140495867768595,-0.7317450139194044
Bearing1_4,none,39,0.3223140495867768,-0.7518885303001585
Bearing1_4,none,40,0.3305785123966942,-0.7698162732917062
Bearing1_4,none,41,0.3388429752066115,-0.7947388197594545
Bearing1_4,none,42,0.3471074380165289,-0.7779019601197694
Bearing1_4,none,43,0.3553719008264462,-0.79811983472924
Bearing1_4,none,44,0.3636363636363636,-0.8006134545412454
Bearing1_4,none,45,0.371900826446281,-0.8019832133344537
Bearing1_4,none,46,0.3801652892561983,-0.805230320279249
Bearing1_4,none,47,0.3884297520661157,-0.7578972423014503
Bearing1_4,none,48,0.396694214876033,-0.6652985624275208
Bearing1_4,none,49,0.4049586776859504,-0.5830740851078148
Bearing1_4,none,50,0.4132231404958678,-0.42365819050355347
Bearing1_4,none,51,0.4214876033057851,-0.26673224261354384
Bearing1_4,none,52,0.4297520661157025,-0.1335844682856672
Bearing1_4,none,53,0.4380165289256198,0.05717134880172579
Bearing1_4,none,54,0.4462809917355372,0.21443736211007192
Bearing1_4,none,55,0.4545454545454545,0.36726361125436113
Bearing1_4,none,56,0.4628099173553719,0.5380846264021435
Bearing1_4,none,57,0.4710743801652892,0.6891857406838623
Bearing1_4,none,58,0.4793388429752066,0.8056365713041325
Bearing1_4,none,59,0.4876033057851239,0.9090422927558338
Bearing1_4,none,60,0.4958677685950413,0.9510229637981984
Bearing1_4,none,61,0.5041322314049587,0.9426230498253941
Bearing1_4,none,62,0.512396694214876,0.9589272138259544
Bearing1_4,none,63,0.5206611570247934,0.9514216822188735
Bearing1_4,none,64,0.5289256198347108,0.9610766879314354
Bearing1_4,none,65,0.5371900826446281,0.9968389473514992
Bearing1_4,none,66,0.5454545454545454,0.9955126885815078
Bearing1_4,none,67,0.5537190082644629,1.0021009258297107
Bearing1_4,none,68,0.5619834710743802,1.018701748283559
Bearing1_4,none,69,0.5702479338842975,1.0386089406834356
Bearing1_4,none,70,0.5785123966942148,1.049047681830715
Bearing1_4,none,71,0.5867768595041323,1.0857602672673026
Bearing1_4,none,72,0.5950413223140496,1.1183244093099287
Bearing1_4,none,73,0.6033057851239669,1.1404972804364855
Bearing1_4,none,74,0.6115702479338843,1.1827922020504655
Bearing1_4,none,75,0.6198347107438017,1.193034774163571
Bearing1_4,none,76,0.628099173553719,1.222377385839176
Bearing1_4,none,77,0.6363636363636364,1.2468070228623347
Bearing1_4,none,78,0.6446280991735537,1.269360068008758
Bearing1_4,none,79,0.6528925619834711,1.3100114251895458
Bearing1_4,none,80,0.6611570247933884,1.425656712464967
Bearing1_4,none,81,0.6694214876033058,1.5673342684340306
Bearing1_4,none,82,0.6776859504132231,1.6991048446868509
Bearing1_4,none,83,0.6859504132231405,1.892217994523343
Bearing1_4,none,84,0.6942148760330579,2.0821712472915452
Bearing1_4,none,85,0.7024793388429752,2.309311265373032
Bearing1_4,none,86,0.7107438016528925,2.4890568935402566
Bearing1_4,none,87,0.71900826446281,2.7348327784873567
Bearing1_4,none,88,0.7272727272727273,2.9826725539016326
Bearing1_4,none,89,0.7355371900826446,3.2569615023742813
Bearing1_4,none,90,0.743801652892562,3.406733778198091
Bearing1_4,none,91,0.7520661157024794,3.5216471659618156
Bearing1_4,none,92,0.7603305785123967,3.6457485320043133
Bearing1_4,none,93,0.768595041322314,3.7004755277191776
Bearing1_4,none,94,0.7768595041322314,3.7160386964468515
Bearing1_4,none,95,0.7851239669421488,3.691968925398959
Bearing1_4,none,96,0.7933884297520661,3.702323112324381
Bearing1_4,none,97,0.8016528925619835,3.663138552002794
Bearing1_4,none,98,0.8099173553719008,3.6172086931922274
Bearing1_4,none,99,0.8181818181818182,3.5096319891219387
Bearing1_4,none,100,0.8264462809917356,3.4386044366192294
Bearing1_4,none,101,0.8347107438016529,3.4095115744311792
Bearing1_4,none,102,0.8429752066115702,3.349153658204666
Bearing1_4,none,103,0.8512396694214877,3.285960328675503
Bearing1_4,none,104,0.859504132231405,3.2642915416367324
Bearing1_4,none,105,0.8677685950413223,3.2513333919714484
Bearing1_4,none,106,0.8760330578512396,3.251067774675228
Bearing1_4,none,107,0.8842975206611571,3.2178085889578876
Bearing1_4,none,108,0.8925619834710744,3.173938339314921
Bearing1_4,none,109,0.9008264462809916,3.1811663144219695
Bearing1_4,none,110,0.9090909090909092,3.17325301740036
Bearing1_4,none,111,0.9173553719008264,3.160921352979885
Bearing1_4,none,112,0.9256198347107438,3.1604862213401694
Bearing1_4,none,113,0.9338842975206612,3.1612494959124726
Bearing1_4,none,114,0.9421487603305784,3.1252246492308418
Bearing1_4,none,115,0.950413223140496,3.105037262237424
Bearing1_4,none,116,0.9586776859504132,3.0696983305823893
Bearing1_4,none,117,0.9669421487603306,3.0600604975087036
Bearing1_4,none,118,0.975206611570248,3.0745980957964596
Bearing1_4,none,119,0.9834710743801652,3.0201882602975836
Bearing1_4,none,120,0.9917355371900828,3.041809319030336
Bearing1_4,none,121,1.0,3.9541306846091295
Bearing1_5,none,0,0.0,
Bearing1_5,none,1,0.0196078431372549,
Bearing1_5,none,2,0.0392156862745098,
Bearing1_5,none,3,0.0588235294117647,
Bearing1_5,none,4,0.0784313725490196,
Bearing1_5,none,5,0.0980392156862745,
Bearing1_5,none,6,0.1176470588235294,
Bearing1_5,none,7,0.1372549019607843,
Bearing1_5,none,8,0.1568627450980392,
Bearing1_5,none,9,0.1764705882352941,
Bearing1_5,none,10,0.196078431372549,
Bearing1_5,none,11,0.2156862745098039,
Bearing1_5,none,12,0.2352941176470588,
Bearing1_5,none,13,0.2549019607843137,
Bearing1_5,none,14,0.2745098039215686,
Bearing1_5,none,15,0.2941176470588235,-0.23767993582117858
Bearing1_5,none,16,0.3137254901960784,-0.21082680266726778
Bearing1_5,none,17,0.3333333333333333,-0.18093506787165972
Bearing1_5,none,18,0.3529411764705882,-0.1549680090527007
Bearing1_5,none,19,0.3725490196078431,-0.13857011765655072
Bearing1_5,none,20,0.392156862745098,-0.15543044442256948
Bearing1_5,none,21,0.4117647058823529,-0.16439995587807427
Bearing1_5,none,22,0.4313725490196078,-0.18098880379227333
Bearing1_5,none,23,0.4509803921568627,-0.18890040375255543
Bearing1_5,none,24,0.4705882352941176,-0.20116652592310347
Bearing1_5,none,25,0.4901960784313725,-0.21324080349274652
Bearing1_5,none,26,0.5098039215686274,-0.23288806903549086
Bearing1_5,none,27,0.5294117647058824,-0.2401901384679732
Bearing1_5,none,28,0.5490196078431373,-0.24999350438381174
Bearing1_5,none,29,0.5686274509803921,-0.2374963862250754
Bearing1_5,none,30,0.5882352941176471,-0.20409032204973981
Bearing1_5,none,31,0.6078431372549019,-0.16787563667680522
Bearing1_5,none,32,0.6274509803921569,-0.11905999069660993
Bearing1_5,none,33,0.6470588235294118,-0.03164824670422426
Bearing1_5,none,34,0.6666666666666666,0.1616982694347437
Bearing1_5,none,35,0.6862745098039216,0.42871398436113584
Bearing1_5,none,36,0.7058823529411765,0.7900257979474358
Bearing1_5,none,37,0.7254901960784313,1.1928765396720669
Bearing1_5,none,38,0.7450980392156863,1.6233707245286397
Bearing1_5,none,39,0.7647058823529411,2.1486180858716915
Bearing1_5,none,40,0.7843137254901961,2.736344997325314
Bearing1_5,none,41,0.803921568627451,3.3771253240945898
Bearing1_5,none,42,0.8235294117647058,4.04899892873667
Bearing1_5,none,43,0.8431372549019608,4.684967412877451
Bearing1_5,none,44,0.8627450980392157,5.224700894716318
Bearing1_5,none,45,0.8823529411764706,5.702193055385197
Bearing1_5,none,46,0.9019607843137256,6.09233748916584
Bearing1_5,none,47,0.9215686274509804,6.422908482421144
Bearing1_5,none,48,0.9411764705882352,6.726058930081379
Bearing1_5,none,49,0.9607843137254902,6.914439855654036
Bearing1_5,none,50,0.9803921568627452,7.04915135157786
Bearing1_5,none,51,1.0,7.134701172905935
