bearing_id,feature,time_block,steps,within_block_spearman,mean_early_scaled_value,median_early_scaled_value
Bearing3_1,h_mean,0,508,0.050281258000815954,0.6026312708854675,0.8565566539764404
Bearing3_1,h_mean,1,507,-0.05136811414956413,0.8181197047233582,1.0190850496292114
Bearing3_1,h_mean,2,508,0.00306572273553052,0.7997534871101379,1.0098652839660645
Bearing3_1,h_mean,3,507,0.7432106249950509,-0.5897637009620667,-0.8841490745544434
Bearing3_1,h_mean,4,508,-0.013136693319805536,0.7655197381973267,0.9987770915031433
Bearing3_1,h_std,0,508,0.4008991761488016,-0.5858303308486938,-0.8079208135604858
Bearing3_1,h_std,1,507,-0.6305702303384868,-0.6275781989097595,-0.7850489616394043
Bearing3_1,h_std,2,508,-0.010806919789866365,-0.8279995918273926,-0.9373868703842163
Bearing3_1,h_std,3,507,0.6482286180887818,-0.7783060073852539,-0.9172181487083435
Bearing3_1,h_std,4,508,0.8278975459846969,1.843532919883728,0.8658238649368286
Bearing3_1,h_variance,0,508,0.4008991761488016,-0.5773501396179199,-0.8050042390823364
Bearing3_1,h_variance,1,507,-0.6305702303384868,-0.6240666508674622,-0.7826319336891174
Bearing3_1,h_variance,2,508,-0.010819323161505136,-0.8224101662635803,-0.9314197301864624
Bearing3_1,h_variance,3,507,0.6482286180887818,-0.7723209261894226,-0.9117526412010193
Bearing3_1,h_variance,4,508,0.8278975459846969,2.092350959777832,0.8688442707061768
Bearing3_1,h_rms,0,508,0.3995920424851394,-0.5830801129341125,-0.8040437698364258
Bearing3_1,h_rms,1,507,-0.6332345267773072,-0.6290239691734314,-0.7853257060050964
Bearing3_1,h_rms,2,508,-0.008968328279479824,-0.8285883069038391,-0.9385074377059937
Bearing3_1,h_rms,3,507,0.5518309015662398,-0.7159774303436279,-0.8415085077285767
Bearing3_1,h_rms,4,508,0.8289325432070379,1.8454006910324097,0.8674442768096924
Bearing3_1,h_peak,0,508,0.16944512289127728,-0.5631389617919922,-0.7694724798202515
Bearing3_1,h_peak,1,507,-0.10581589894493741,-0.3011018931865692,-0.507907509803772
Bearing3_1,h_peak,2,508,-0.03769803951676794,-0.4719488024711609,-0.6723433136940002
Bearing3_1,h_peak,3,507,0.20278694536120304,-0.3852587640285492,-0.6282888054847717
Bearing3_1,h_peak,4,508,0.7516311481164598,1.1297264099121094,0.6791545152664185
Bearing3_1,h_peak_to_peak,0,508,0.18817269212873947,-0.7070394158363342,-0.9505053758621216
Bearing3_1,h_peak_to_peak,1,507,-0.14912551728075105,-0.39059165120124817,-0.6653618216514587
Bearing3_1,h_peak_to_peak,2,508,-0.045355524337721234,-0.6117773652076721,-0.8283476829528809
Bearing3_1,h_peak_to_peak,3,507,0.29583552096916854,-0.5289048552513123,-0.7878263592720032
Bearing3_1,h_peak_to_peak,4,508,0.7595188027241472,1.288527488708496,0.8088822364807129
Bearing3_1,h_crest_factor,0,508,0.01665377992757125,-0.37507906556129456,-0.5510879755020142
Bearing3_1,h_crest_factor,1,507,0.05363905049207764,-0.12003472447395325,-0.29554224014282227
Bearing3_1,h_crest_factor,2,508,-0.03971306402291256,-0.2265915721654892,-0.40914246439933777
Bearing3_1,h_crest_factor,3,507,0.045498927375523905,-0.17602211236953735,-0.35460183024406433
Bearing3_1,h_crest_factor,4,508,0.024225543899873563,-0.11925951391458511,-0.42378973960876465
Bearing3_1,h_shape_factor,0,508,-0.14563657056175197,-0.6587316393852234,-0.7929084300994873
Bearing3_1,h_shape_factor,1,507,0.10390986786479454,-0.5261018872261047,-0.631110429763794
Bearing3_1,h_shape_factor,2,508,0.0015944651491191992,-0.5888082385063171,-0.6865301132202148
Bearing3_1,h_shape_factor,3,507,-0.01925250024107349,-0.539815366268158,-0.6602997183799744
Bearing3_1,h_shape_factor,4,508,0.22474296527168672,-0.3024207353591919,-0.5971835255622864
Bearing3_1,h_impulse_factor,0,508,0.0112221269536179,-0.38789650797843933,-0.5649769306182861
Bearing3_1,h_impulse_factor,1,507,0.055018665268053,-0.1316293329000473,-0.3072631061077118
Bearing3_1,h_impulse_factor,2,508,-0.039474246674978744,-0.23889832198619843,-0.4191076159477234
Bearing3_1,h_impulse_factor,3,507,0.04460217316720622,-0.18771231174468994,-0.3683834671974182
Bearing3_1,h_impulse_factor,4,508,0.030242111727524515,-0.12187523394823074,-0.43317389488220215
Bearing3_1,h_clearance_factor,0,508,0.008443918702510567,-0.392578661441803,-0.5637354850769043
Bearing3_1,h_clearance_factor,1,507,0.055477953695108,-0.13569438457489014,-0.31121549010276794
Bearing3_1,h_clearance_factor,2,508,-0.03918687039126389,-0.24353846907615662,-0.41776910424232483
Bearing3_1,h_clearance_factor,3,507,0.043148342979802176,-0.1911863535642624,-0.37275931239128113
Bearing3_1,h_clearance_factor,4,508,0.03057649262902018,-0.1230410560965538,-0.43727973103523254
Bearing3_1,h_kurtosis,0,508,-0.13921467812245444,-0.8165415525436401,-0.9166089296340942
Bearing3_1,h_kurtosis,1,507,0.15304543769505718,-0.6197687387466431,-0.7422165870666504
Bearing3_1,h_kurtosis,2,508,-0.031431987812534694,-0.7098587155342102,-0.777307391166687
Bearing3_1,h_kurtosis,3,507,0.04188631267081746,-0.6848451495170593,-0.7858055830001831
Bearing3_1,h_kurtosis,4,508,-0.07244413033367515,-0.5107504725456238,-0.8049381971359253
Bearing3_1,h_skewness,0,508,0.022752272449128197,-0.43768179416656494,-0.520824134349823
Bearing3_1,h_skewness,1,507,0.08141697661883057,-0.46784815192222595,-0.5658233761787415
Bearing3_1,h_skewness,2,508,0.39137577374211957,-0.019099844619631767,-0.014467516914010048
Bearing3_1,h_skewness,3,507,0.01482365368547656,0.2992618680000305,0.39736050367355347
Bearing3_1,h_skewness,4,508,-0.4789086935098342,-0.4242173135280609,-0.3131622076034546
Bearing3_1,h_line_integral,0,508,0.8074139925729543,0.7742438316345215,1.1652936935424805
Bearing3_1,h_line_integral,1,507,-0.31056239996803026,1.8150928020477295,1.8260852098464966
Bearing3_1,h_line_integral,2,508,0.7588657851081411,2.0460045337677,2.0693345069885254
Bearing3_1,h_line_integral,3,507,0.8114062089386662,2.2925961017608643,2.3007705211639404
Bearing3_1,h_line_integral,4,508,0.8686042329711284,3.1724419593811035,2.735450506210327
Bearing3_1,h_zero_crossing_rate,0,508,0.8340721327974926,2.00494647026062,2.5393128395080566
Bearing3_1,h_zero_crossing_rate,1,507,0.4270346746775793,3.042820453643799,3.0502467155456543
Bearing3_1,h_zero_crossing_rate,2,508,0.8249756096320422,3.334920883178711,3.367187976837158
Bearing3_1,h_zero_crossing_rate,3,507,0.6839055988776443,3.572333812713623,3.5753777027130127
Bearing3_1,h_zero_crossing_rate,4,508,-0.7008981981124587,1.732511043548584,3.729644536972046
Bearing3_1,h_entropy,0,508,-0.004445444424072606,0.4465290606021881,0.6291298270225525
Bearing3_1,h_entropy,1,507,-0.04666565625668146,0.14542341232299805,0.33527910709381104
Bearing3_1,h_entropy,2,508,0.044850611922541896,0.275064080953598,0.4598289728164673
Bearing3_1,h_entropy,3,507,-0.0682728379512937,0.21181020140647888,0.40699470043182373
Bearing3_1,h_entropy,4,508,-0.0052147127230514215,0.14202968776226044,0.4351852238178253
Bearing3_1,h_percentile_5,0,508,-0.32243791251833376,0.7324755787849426,0.9185782670974731
Bearing3_1,h_percentile_5,1,507,0.5501708071034757,0.854420006275177,1.057140588760376
Bearing3_1,h_percentile_5,2,508,0.06704250115815887,1.0659147500991821,1.181649923324585
Bearing3_1,h_percentile_5,3,507,0.5119853285523631,0.2106216698884964,0.3632262051105499
Bearing3_1,h_percentile_5,4,508,-0.8348859703203307,-1.6202791929244995,-0.6821702122688293
Bearing3_1,h_percentile_50,0,508,0.056126808848623255,0.5905450582504272,0.8146930932998657
Bearing3_1,h_percentile_50,1,507,-0.05157467036050194,0.7901407480239868,0.9553179740905762
Bearing3_1,h_percentile_50,2,508,-0.03739400704735631,0.7066401839256287,0.9186475276947021
Bearing3_1,h_percentile_50,3,507,0.7390993171928478,-0.632419764995575,-0.9695075154304504
Bearing3_1,h_percentile_50,4,508,0.42249163755804026,0.9989268183708191,1.152315378189087
Bearing3_1,h_percentile_95,0,508,0.34852647446949564,-0.27860119938850403,-0.4044964909553528
Bearing3_1,h_percentile_95,1,507,-0.5220473177574276,-0.23449164628982544,-0.36349689960479736
Bearing3_1,h_percentile_95,2,508,0.03967086594035315,-0.3255084753036499,-0.4193243980407715
Bearing3_1,h_percentile_95,3,507,0.7924089972650792,-0.7037422060966492,-0.8360645771026611
Bearing3_1,h_percentile_95,4,508,0.8029519069769339,1.8418654203414917,0.9687620401382446
Bearing3_1,v_mean,0,508,0.07225758002509368,0.5804606676101685,0.8146853446960449
Bearing3_1,v_mean,1,507,-0.0013229863913244212,0.5315962433815002,0.7585359215736389
Bearing3_1,v_mean,2,508,0.07641843911581012,0.5488349199295044,0.7739652991294861
Bearing3_1,v_mean,3,507,0.7098329342950521,-0.649899423122406,-1.0701123476028442
Bearing3_1,v_mean,4,508,-0.002694269765842748,0.49268779158592224,0.7194650173187256
Bearing3_1,v_std,0,508,0.30708057279915263,-0.4018305540084839,-0.5762590169906616
Bearing3_1,v_std,1,507,-0.45217516531344776,-0.19502529501914978,-0.2951895296573639
Bearing3_1,v_std,2,508,-0.4022280588101236,-0.43320080637931824,-0.6148518323898315
Bearing3_1,v_std,3,507,0.5933340748735898,-0.45351773500442505,-0.6638538241386414
Bearing3_1,v_std,4,508,0.7941361507861063,2.013518810272217,1.197448968887329
Bearing3_1,v_variance,0,508,0.30708057279915263,-0.3958326280117035,-0.5770076513290405
Bearing3_1,v_variance,1,507,-0.45217516531344776,-0.1946582794189453,-0.3005005419254303
Bearing3_1,v_variance,2,508,-0.402221596319595,-0.43079134821891785,-0.6148900985717773
Bearing3_1,v_variance,3,507,0.5933340748735898,-0.4486822485923767,-0.6629534363746643
Bearing3_1,v_variance,4,508,0.7941361507861063,2.2444238662719727,1.2074861526489258
Bearing3_1,v_rms,0,508,0.2982755515173953,-0.3950348496437073,-0.5515197515487671
